source,destination,reachable,hops,total_slant_range_km,total_propagation_delay_ms,min_dataRate_Mbps,bottleneck_dataRate_Mbps,bottleneck_hop_index,bottleneck_from_node,bottleneck_to_node,link_rates_mbps,path_with_link_mbps,path_node_ids
"Cordoba, Argentina (partner station)","Maspalomas, Canary Islands, Spain",True,9,12185.12,40.6452,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 2367.68, 2367.68, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[2367.68Mbps]-> 64_3 -[2367.68Mbps]-> 63_3 -[2950.43Mbps]-> Maspalomas, Canary Islands, Spain","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 64_3 -> 63_3 -> Maspalomas, Canary Islands, Spain"
"Cordoba, Argentina (partner station)","Jeju, South Korea",True,15,23583.04,78.6645,743.74,743.74,2,65_8,65_9,"2950.43, 743.74, 743.74, 743.74, 2884.49, 2884.49, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_9 -[743.74Mbps]-> 65_10 -[743.74Mbps]-> 65_11 -[2884.49Mbps]-> 66_11 -[2884.49Mbps]-> 67_11 -[743.74Mbps]-> 67_12 -[743.74Mbps]-> 67_13 -[743.74Mbps]-> 67_14 -[743.74Mbps]-> 67_15 -[743.74Mbps]-> 67_16 -[743.74Mbps]-> 67_17 -[743.74Mbps]-> 67_18 -[743.74Mbps]-> 67_19 -[2950.43Mbps]-> Jeju, South Korea","Cordoba, Argentina (partner station) -> 65_8 -> 65_9 -> 65_10 -> 65_11 -> 66_11 -> 67_11 -> 67_12 -> 67_13 -> 67_14 -> 67_15 -> 67_16 -> 67_17 -> 67_18 -> 67_19 -> Jeju, South Korea"
"Cordoba, Argentina (partner station)","Mingenew, Australia",True,38,19762.38,65.9202,2367.68,2367.68,2,65_8,64_8,"2950.43, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[2367.68Mbps*]-> 64_8 -[2367.68Mbps]-> 63_8 -[2367.68Mbps]-> 62_8 -[2367.68Mbps]-> 61_8 -[2367.68Mbps]-> 60_8 -[2367.68Mbps]-> 59_8 -[2367.68Mbps]-> 58_8 -[2367.68Mbps]-> 57_8 -[2367.68Mbps]-> 56_8 -[2367.68Mbps]-> 55_8 -[2367.68Mbps]-> 54_8 -[2367.68Mbps]-> 53_8 -[2367.68Mbps]-> 52_8 -[2367.68Mbps]-> 51_8 -[2367.68Mbps]-> 50_8 -[2367.68Mbps]-> 49_8 -[2367.68Mbps]-> 48_8 -[2367.68Mbps]-> 47_8 -[2367.68Mbps]-> 46_8 -[2367.68Mbps]-> 45_8 -[2367.68Mbps]-> 44_8 -[2367.68Mbps]-> 43_8 -[2367.68Mbps]-> 42_8 -[2367.68Mbps]-> 41_8 -[2367.68Mbps]-> 40_8 -[2367.68Mbps]-> 39_8 -[2367.68Mbps]-> 38_8 -[2367.68Mbps]-> 37_8 -[2367.68Mbps]-> 36_8 -[2367.68Mbps]-> 35_8 -[2367.68Mbps]-> 34_8 -[2367.68Mbps]-> 33_8 -[2367.68Mbps]-> 32_8 -[2367.68Mbps]-> 31_8 -[2367.68Mbps]-> 30_8 -[2367.68Mbps]-> 29_8 -[2950.43Mbps]-> Mingenew, Australia","Cordoba, Argentina (partner station) -> 65_8 -> 64_8 -> 63_8 -> 62_8 -> 61_8 -> 60_8 -> 59_8 -> 58_8 -> 57_8 -> 56_8 -> 55_8 -> 54_8 -> 53_8 -> 52_8 -> 51_8 -> 50_8 -> 49_8 -> 48_8 -> 47_8 -> 46_8 -> 45_8 -> 44_8 -> 43_8 -> 42_8 -> 41_8 -> 40_8 -> 39_8 -> 38_8 -> 37_8 -> 36_8 -> 35_8 -> 34_8 -> 33_8 -> 32_8 -> 31_8 -> 30_8 -> 29_8 -> Mingenew, Australia"
"Cordoba, Argentina (partner station)","Tromsø, Norway (TNOC)",True,17,20894.74,69.6974,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 1851.65","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[743.74Mbps]-> 65_2 -[743.74Mbps]-> 65_1 -[743.74Mbps]-> 65_0 -[2884.49Mbps]-> 64_0 -[2884.49Mbps]-> 63_0 -[2884.49Mbps]-> 62_0 -[2884.49Mbps]-> 61_0 -[2884.49Mbps]-> 60_0 -[2884.49Mbps]-> 59_0 -[2884.49Mbps]-> 58_0 -[1851.65Mbps]-> Tromsø, Norway (TNOC)","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 65_2 -> 65_1 -> 65_0 -> 64_0 -> 63_0 -> 62_0 -> 61_0 -> 60_0 -> 59_0 -> 58_0 -> Tromsø, Norway (TNOC)"
"Cordoba, Argentina (partner station)","Jan Mayen, Norway",True,23,23220.38,77.4549,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 1755.10","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[743.74Mbps]-> 65_2 -[743.74Mbps]-> 65_1 -[743.74Mbps]-> 65_0 -[2884.49Mbps]-> 64_0 -[2884.49Mbps]-> 63_0 -[2884.49Mbps]-> 62_0 -[2884.49Mbps]-> 61_0 -[2884.49Mbps]-> 60_0 -[2884.49Mbps]-> 59_0 -[2884.49Mbps]-> 58_0 -[2884.49Mbps]-> 57_0 -[2884.49Mbps]-> 56_0 -[2884.49Mbps]-> 55_0 -[2884.49Mbps]-> 54_0 -[2884.49Mbps]-> 53_0 -[2884.49Mbps]-> 52_0 -[1755.10Mbps]-> Jan Mayen, Norway","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 65_2 -> 65_1 -> 65_0 -> 64_0 -> 63_0 -> 62_0 -> 61_0 -> 60_0 -> 59_0 -> 58_0 -> 57_0 -> 56_0 -> 55_0 -> 54_0 -> 53_0 -> 52_0 -> Jan Mayen, Norway"
"Cordoba, Argentina (partner station)","Fairbanks, Alaska, US",True,41,29101.73,97.0729,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2169.33","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[743.74Mbps]-> 65_2 -[743.74Mbps]-> 65_1 -[743.74Mbps]-> 65_0 -[2884.49Mbps]-> 66_0 -[2884.49Mbps]-> 67_0 -[2884.49Mbps]-> 68_0 -[2884.49Mbps]-> 69_0 -[2884.49Mbps]-> 70_0 -[2884.49Mbps]-> 71_0 -[2884.49Mbps]-> 0_0 -[2884.49Mbps]-> 1_0 -[2884.49Mbps]-> 2_0 -[2884.49Mbps]-> 3_0 -[2884.49Mbps]-> 4_0 -[2884.49Mbps]-> 5_0 -[2884.49Mbps]-> 6_0 -[2884.49Mbps]-> 7_0 -[2884.49Mbps]-> 8_0 -[2884.49Mbps]-> 9_0 -[2884.49Mbps]-> 10_0 -[2884.49Mbps]-> 11_0 -[2884.49Mbps]-> 12_0 -[2884.49Mbps]-> 13_0 -[2884.49Mbps]-> 14_0 -[2884.49Mbps]-> 15_0 -[2884.49Mbps]-> 16_0 -[2884.49Mbps]-> 17_0 -[2884.49Mbps]-> 18_0 -[2884.49Mbps]-> 19_0 -[2884.49Mbps]-> 20_0 -[2884.49Mbps]-> 21_0 -[2884.49Mbps]-> 22_0 -[2884.49Mbps]-> 23_0 -[2884.49Mbps]-> 24_0 -[2169.33Mbps]-> Fairbanks, Alaska, US","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 65_2 -> 65_1 -> 65_0 -> 66_0 -> 67_0 -> 68_0 -> 69_0 -> 70_0 -> 71_0 -> 0_0 -> 1_0 -> 2_0 -> 3_0 -> 4_0 -> 5_0 -> 6_0 -> 7_0 -> 8_0 -> 9_0 -> 10_0 -> 11_0 -> 12_0 -> 13_0 -> 14_0 -> 15_0 -> 16_0 -> 17_0 -> 18_0 -> 19_0 -> 20_0 -> 21_0 -> 22_0 -> 23_0 -> 24_0 -> Fairbanks, Alaska, US"
"Cordoba, Argentina (partner station)","Puertollano, Spain",True,33,28615.37,95.4506,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 743.74, 743.74, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[743.74Mbps]-> 65_2 -[743.74Mbps]-> 65_1 -[743.74Mbps]-> 65_0 -[2884.49Mbps]-> 64_0 -[2884.49Mbps]-> 63_0 -[2884.49Mbps]-> 62_0 -[2884.49Mbps]-> 61_0 -[2884.49Mbps]-> 60_0 -[2884.49Mbps]-> 59_0 -[2884.49Mbps]-> 58_0 -[2884.49Mbps]-> 57_0 -[2884.49Mbps]-> 56_0 -[2884.49Mbps]-> 55_0 -[2884.49Mbps]-> 54_0 -[2884.49Mbps]-> 53_0 -[2884.49Mbps]-> 52_0 -[2884.49Mbps]-> 51_0 -[2884.49Mbps]-> 50_0 -[2884.49Mbps]-> 49_0 -[2884.49Mbps]-> 48_0 -[2884.49Mbps]-> 47_0 -[2884.49Mbps]-> 46_0 -[2884.49Mbps]-> 45_0 -[2884.49Mbps]-> 44_0 -[743.74Mbps]-> 44_21 -[743.74Mbps]-> 44_20 -[2950.43Mbps]-> Puertollano, Spain","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 65_2 -> 65_1 -> 65_0 -> 64_0 -> 63_0 -> 62_0 -> 61_0 -> 60_0 -> 59_0 -> 58_0 -> 57_0 -> 56_0 -> 55_0 -> 54_0 -> 53_0 -> 52_0 -> 51_0 -> 50_0 -> 49_0 -> 48_0 -> 47_0 -> 46_0 -> 45_0 -> 44_0 -> 44_21 -> 44_20 -> Puertollano, Spain"
"Cordoba, Argentina (partner station)","Punta Arenas, Chile",True,16,11038.04,36.819,743.74,743.74,2,65_8,65_9,"2950.43, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_9 -[743.74Mbps]-> 65_10 -[743.74Mbps]-> 65_11 -[2884.49Mbps]-> 66_11 -[2884.49Mbps]-> 67_11 -[2884.49Mbps]-> 68_11 -[2884.49Mbps]-> 69_11 -[2884.49Mbps]-> 70_11 -[2884.49Mbps]-> 71_11 -[2884.49Mbps]-> 0_11 -[2884.49Mbps]-> 1_11 -[2884.49Mbps]-> 2_11 -[2884.49Mbps]-> 3_11 -[2884.49Mbps]-> 4_11 -[2950.43Mbps]-> Punta Arenas, Chile","Cordoba, Argentina (partner station) -> 65_8 -> 65_9 -> 65_10 -> 65_11 -> 66_11 -> 67_11 -> 68_11 -> 69_11 -> 70_11 -> 71_11 -> 0_11 -> 1_11 -> 2_11 -> 3_11 -> 4_11 -> Punta Arenas, Chile"
"Cordoba, Argentina (partner station)",Antarctica (TrollSat),True,31,18206.66,60.7309,743.74,743.74,2,65_8,65_9,"2950.43, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 1650.09","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_9 -[743.74Mbps]-> 65_10 -[743.74Mbps]-> 65_11 -[2884.49Mbps]-> 66_11 -[2884.49Mbps]-> 67_11 -[2884.49Mbps]-> 68_11 -[2884.49Mbps]-> 69_11 -[2884.49Mbps]-> 70_11 -[2884.49Mbps]-> 71_11 -[2884.49Mbps]-> 0_11 -[2884.49Mbps]-> 1_11 -[2884.49Mbps]-> 2_11 -[2884.49Mbps]-> 3_11 -[2884.49Mbps]-> 4_11 -[2884.49Mbps]-> 5_11 -[2884.49Mbps]-> 6_11 -[2884.49Mbps]-> 7_11 -[2884.49Mbps]-> 8_11 -[2884.49Mbps]-> 9_11 -[2884.49Mbps]-> 10_11 -[2884.49Mbps]-> 11_11 -[2884.49Mbps]-> 12_11 -[2884.49Mbps]-> 13_11 -[2884.49Mbps]-> 14_11 -[2884.49Mbps]-> 15_11 -[2884.49Mbps]-> 16_11 -[2884.49Mbps]-> 17_11 -[2884.49Mbps]-> 18_11 -[2884.49Mbps]-> 19_11 -[1650.09Mbps]-> Antarctica (TrollSat)","Cordoba, Argentina (partner station) -> 65_8 -> 65_9 -> 65_10 -> 65_11 -> 66_11 -> 67_11 -> 68_11 -> 69_11 -> 70_11 -> 71_11 -> 0_11 -> 1_11 -> 2_11 -> 3_11 -> 4_11 -> 5_11 -> 6_11 -> 7_11 -> 8_11 -> 9_11 -> 10_11 -> 11_11 -> 12_11 -> 13_11 -> 14_11 -> 15_11 -> 16_11 -> 17_11 -> 18_11 -> 19_11 -> Antarctica (TrollSat)"
"Cordoba, Argentina (partner station)","Hokkaido, Japan",True,35,25048.39,83.5524,743.74,743.74,2,65_8,65_7,"2950.43, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2532.84, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[743.74Mbps*]-> 65_7 -[743.74Mbps]-> 65_6 -[743.74Mbps]-> 65_5 -[743.74Mbps]-> 65_4 -[743.74Mbps]-> 65_3 -[743.74Mbps]-> 65_2 -[2532.84Mbps]-> 66_2 -[2532.84Mbps]-> 67_2 -[2532.84Mbps]-> 68_2 -[2532.84Mbps]-> 69_2 -[2532.84Mbps]-> 70_2 -[2532.84Mbps]-> 71_2 -[2532.84Mbps]-> 0_2 -[2532.84Mbps]-> 1_2 -[2532.84Mbps]-> 2_2 -[2532.84Mbps]-> 3_2 -[2532.84Mbps]-> 4_2 -[2532.84Mbps]-> 5_2 -[2532.84Mbps]-> 6_2 -[2532.84Mbps]-> 7_2 -[2532.84Mbps]-> 8_2 -[2532.84Mbps]-> 9_2 -[2532.84Mbps]-> 10_2 -[2532.84Mbps]-> 11_2 -[2532.84Mbps]-> 12_2 -[2532.84Mbps]-> 13_2 -[2532.84Mbps]-> 14_2 -[2532.84Mbps]-> 15_2 -[2532.84Mbps]-> 16_2 -[2532.84Mbps]-> 17_2 -[2532.84Mbps]-> 18_2 -[2532.84Mbps]-> 19_2 -[2532.84Mbps]-> 20_2 -[2950.43Mbps]-> Hokkaido, Japan","Cordoba, Argentina (partner station) -> 65_8 -> 65_7 -> 65_6 -> 65_5 -> 65_4 -> 65_3 -> 65_2 -> 66_2 -> 67_2 -> 68_2 -> 69_2 -> 70_2 -> 71_2 -> 0_2 -> 1_2 -> 2_2 -> 3_2 -> 4_2 -> 5_2 -> 6_2 -> 7_2 -> 8_2 -> 9_2 -> 10_2 -> 11_2 -> 12_2 -> 13_2 -> 14_2 -> 15_2 -> 16_2 -> 17_2 -> 18_2 -> 19_2 -> 20_2 -> Hokkaido, Japan"
"Cordoba, Argentina (partner station)","Okinawa, Japan",True,34,25152.68,83.9003,743.74,743.74,27,18_8,18_7,"2950.43, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 2367.68, 743.74, 743.74, 743.74, 743.74, 743.74, 2367.68, 2367.68, 2950.43","Cordoba, Argentina (partner station) -[2950.43Mbps]-> 65_8 -[2367.68Mbps]-> 66_8 -[2367.68Mbps]-> 67_8 -[2367.68Mbps]-> 68_8 -[2367.68Mbps]-> 69_8 -[2367.68Mbps]-> 70_8 -[2367.68Mbps]-> 71_8 -[2367.68Mbps]-> 0_8 -[2367.68Mbps]-> 1_8 -[2367.68Mbps]-> 2_8 -[2367.68Mbps]-> 3_8 -[2367.68Mbps]-> 4_8 -[2367.68Mbps]-> 5_8 -[2367.68Mbps]-> 6_8 -[2367.68Mbps]-> 7_8 -[2367.68Mbps]-> 8_8 -[2367.68Mbps]-> 9_8 -[2367.68Mbps]-> 10_8 -[2367.68Mbps]-> 11_8 -[2367.68Mbps]-> 12_8 -[2367.68Mbps]-> 13_8 -[2367.68Mbps]-> 14_8 -[2367.68Mbps]-> 15_8 -[2367.68Mbps]-> 16_8 -[2367.68Mbps]-> 17_8 -[2367.68Mbps]-> 18_8 -[743.74Mbps*]-> 18_7 -[743.74Mbps]-> 18_6 -[743.74Mbps]-> 18_5 -[743.74Mbps]-> 18_4 -[743.74Mbps]-> 18_3 -[2367.68Mbps]-> 19_3 -[2367.68Mbps]-> 20_3 -[2950.43Mbps]-> Okinawa, Japan","Cordoba, Argentina (partner station) -> 65_8 -> 66_8 -> 67_8 -> 68_8 -> 69_8 -> 70_8 -> 71_8 -> 0_8 -> 1_8 -> 2_8 -> 3_8 -> 4_8 -> 5_8 -> 6_8 -> 7_8 -> 8_8 -> 9_8 -> 10_8 -> 11_8 -> 12_8 -> 13_8 -> 14_8 -> 15_8 -> 16_8 -> 17_8 -> 18_8 -> 18_7 -> 18_6 -> 18_5 -> 18_4 -> 18_3 -> 19_3 -> 20_3 -> Okinawa, Japan"
"Tolhuin, Argentina (partner station)","Inuvik, Northwest Territories, Canada",True,35,32150.78,107.2435,743.74,743.74,21,24_11,24_10,"2950.43, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 1920.61","Tolhuin, Argentina (partner station) -[2950.43Mbps]-> 5_11 -[2884.49Mbps]-> 6_11 -[2884.49Mbps]-> 7_11 -[2884.49Mbps]-> 8_11 -[2884.49Mbps]-> 9_11 -[2884.49Mbps]-> 10_11 -[2884.49Mbps]-> 11_11 -[2884.49Mbps]-> 12_11 -[2884.49Mbps]-> 13_11 -[2884.49Mbps]-> 14_11 -[2884.49Mbps]-> 15_11 -[2884.49Mbps]-> 16_11 -[2884.49Mbps]-> 17_11 -[2884.49Mbps]-> 18_11 -[2884.49Mbps]-> 19_11 -[2884.49Mbps]-> 20_11 -[2884.49Mbps]-> 21_11 -[2884.49Mbps]-> 22_11 -[2884.49Mbps]-> 23_11 -[2884.49Mbps]-> 24_11 -[743.74Mbps*]-> 24_10 -[743.74Mbps]-> 24_9 -[743.74Mbps]-> 24_8 -[743.74Mbps]-> 24_7 -[743.74Mbps]-> 24_6 -[743.74Mbps]-> 24_5 -[743.74Mbps]-> 24_4 -[743.74Mbps]-> 24_3 -[743.74Mbps]-> 24_2 -[743.74Mbps]-> 24_1 -[743.74Mbps]-> 24_0 -[2884.49Mbps]-> 25_0 -[2884.49Mbps]-> 26_0 -[2884.49Mbps]-> 27_0 -[1920.61Mbps]-> Inuvik, Northwest Territories, Canada","Tolhuin, Argentina (partner station) -> 5_11 -> 6_11 -> 7_11 -> 8_11 -> 9_11 -> 10_11 -> 11_11 -> 12_11 -> 13_11 -> 14_11 -> 15_11 -> 16_11 -> 17_11 -> 18_11 -> 19_11 -> 20_11 -> 21_11 -> 22_11 -> 23_11 -> 24_11 -> 24_10 -> 24_9 -> 24_8 -> 24_7 -> 24_6 -> 24_5 -> 24_4 -> 24_3 -> 24_2 -> 24_1 -> 24_0 -> 25_0 -> 26_0 -> 27_0 -> Inuvik, Northwest Territories, Canada"
"Tolhuin, Argentina (partner station)","Nemea, Greece",True,20,22367.91,74.6113,743.74,743.74,11,68_11,68_10,"2950.43, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2950.43","Tolhuin, Argentina (partner station) -[2950.43Mbps]-> 5_11 -[2884.49Mbps]-> 4_11 -[2884.49Mbps]-> 3_11 -[2884.49Mbps]-> 2_11 -[2884.49Mbps]-> 1_11 -[2884.49Mbps]-> 0_11 -[2884.49Mbps]-> 71_11 -[2884.49Mbps]-> 70_11 -[2884.49Mbps]-> 69_11 -[2884.49Mbps]-> 68_11 -[743.74Mbps*]-> 68_10 -[743.74Mbps]-> 68_9 -[743.74Mbps]-> 68_8 -[743.74Mbps]-> 68_7 -[743.74Mbps]-> 68_6 -[743.74Mbps]-> 68_5 -[743.74Mbps]-> 68_4 -[743.74Mbps]-> 68_3 -[743.74Mbps]-> 68_2 -[2950.43Mbps]-> Nemea, Greece","Tolhuin, Argentina (partner station) -> 5_11 -> 4_11 -> 3_11 -> 2_11 -> 1_11 -> 0_11 -> 71_11 -> 70_11 -> 69_11 -> 68_11 -> 68_10 -> 68_9 -> 68_8 -> 68_7 -> 68_6 -> 68_5 -> 68_4 -> 68_3 -> 68_2 -> Nemea, Greece"
"Tolhuin, Argentina (partner station)","Nuuk, Greenland",True,46,35700.29,119.0833,743.74,743.74,19,60_11,60_10,"2950.43, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 743.74, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2884.49, 2301.56","Tolhuin, Argentina (partner station) -[2950.43Mbps]-> 5_11 -[2884.49Mbps]-> 4_11 -[2884.49Mbps]-> 3_11 -[2884.49Mbps]-> 2_11 -[2884.49Mbps]-> 1_11 -[2884.49Mbps]-> 0_11 -[2884.49Mbps]-> 71_11 -[2884.49Mbps]-> 70_11 -[2884.49Mbps]-> 69_11 -[2884.49Mbps]-> 68_11 -[2884.49Mbps]-> 67_11 -[2884.49Mbps]-> 66_11 -[2884.49Mbps]-> 65_11 -[2884.49Mbps]-> 64_11 -[2884.49Mbps]-> 63_11 -[2884.49Mbps]-> 62_11 -[2884.49Mbps]-> 61_11 -[2884.49Mbps]-> 60_11 -[743.74Mbps*]-> 60_10 -[743.74Mbps]-> 60_9 -[743.74Mbps]-> 60_8 -[743.74Mbps]-> 60_7 -[743.74Mbps]-> 60_6 -[743.74Mbps]-> 60_5 -[743.74Mbps]-> 60_4 -[743.74Mbps]-> 60_3 -[743.74Mbps]-> 60_2 -[743.74Mbps]-> 60_1 -[743.74Mbps]-> 60_0 -[2884.49Mbps]-> 59_0 -[2884.49Mbps]-> 58_0 -[2884.49Mbps]-> 57_0 -[2884.49Mbps]-> 56_0 -[2884.49Mbps]-> 55_0 -[2884.49Mbps]-> 54_0 -[2884.49Mbps]-> 53_0 -[2884.49Mbps]-> 52_0 -[2884.49Mbps]-> 51_0 -[2884.49Mbps]-> 50_0 -[2884.49Mbps]-> 49_0 -[2884.49Mbps]-> 48_0 -[2884.49Mbps]-> 47_0 -[2884.49Mbps]-> 46_0 -[2884.49Mbps]-> 45_0 -[2884.49Mbps]-> 44_0 -[2301.56Mbps]-> Nuuk, Greenland","Tolhuin, Argentina (partner station) -> 5_11 -> 4_11 -> 3_11 -> 2_11 -> 1_11 -> 0_11 -> 71_11 -> 70_11 -> 69_11 -> 68_11 -> 67_11 -> 66_11 -> 65_11 -> 64_11 -> 63_11 -> 62_11 -> 61_11 -> 60_11 -> 60_10 -> 60_9 -> 60_8 -> 60_7 -> 60_6 -> 60_5 -> 60_4 -> 60_3 -> 60_2 -> 60_1 -> 60_0 -> 59_0 -> 58_0 -> 57_0 -> 56_0 -> 55_0 -> 54_0 -> 53_0 -> 52_0 -> 51_0 -> 50_0 -> 49_0 -> 48_0 -> 47_0 -> 46_0 -> 45_0 -> 44_0 -> Nuuk, Greenland"
